,MJD,COM Flux,Residual Flux
43,59112.925613250656,440.0427356601088,17.989001980554463
44,59108.30759003659,439.96041461037817,17.89743401298614
45,59105.96731796817,439.95812085957385,17.571744020669485
46,59089.814323986335,439.85837997672536,17.525857185847713
47,59110.63396543494,439.6186321462551,17.862808047963995
48,59089.97405011796,439.4659904406613,22.023950383665806
49,59089.75182244106,439.4266440768124,17.167105430445417
50,59106.24509552516,439.3869357493288,29.156585309034085
51,59089.84904706327,438.8582792026028,16.97715779682278
52,59092.2241000552,438.7965130298056,18.737291284976152
53,59110.36313402555,438.6834487826887,22.07023849417118
54,59089.70321012227,438.5578574387135,17.140083496274656
55,59089.98099473074,438.456760850384,21.3841431761208
56,59089.842102448165,438.320769183048,16.321427069378842
57,59092.20326629929,438.2434963484906,17.478772105002292
58,59089.75876705803,438.1859113053532,15.861960147085654
59,59110.37702281758,438.1725790824858,20.803503951558298
60,59110.62702104102,437.95851256396736,16.071260206781176
61,59110.62007664664,437.853432971469,15.84864688758745
62,59106.00204016966,437.74753926244455,15.732730056251512
63,59110.51591072855,437.6849576931704,15.60115039595911
64,59089.78654552312,437.62098115066334,15.180048899139592
65,59110.4811887529,437.5384810820369,16.12889666084834
66,59089.91849320875,437.3910707314609,17.44687496420039
67,59089.82126860191,437.3849761768299,15.11472871766847
68,59110.44646677586,437.2207513765007,16.828243195813684
69,59089.93238243664,437.1404851722284,17.74467847527859
70,59089.862936293015,436.92292401804514,15.319876531946647
71,59110.5784102808,436.9179284962755,14.501727173471352
72,59106.31453989461,436.8365568638047,32.45288336564437
73,59110.56452149203,436.3662444598399,13.92538137282196
74,59089.994883956766,436.334392793164,20.037010540978883
75,59110.3700784218,436.2337086945693,19.236491995697293
76,59106.2589843996,436.2146761486116,27.082250360472813
77,59089.71015473971,436.2028066768322,14.623184307048689
78,59089.91154859458,436.1486920809384,15.950056020402826
79,59110.43952238008,436.04924641806014,15.900550291515174
80,59110.61313225272,435.9667489431563,13.8583656607006
81,59089.6893208874,435.905421152593,14.852464563311571
82,59090.00182857001,435.81851767467856,19.92667155148115
83,59108.28675679104,435.6373711894608,13.328437857627875
84,59106.3214843309,435.6288745761833,31.875477347579874
85,59090.0296070202,435.5580216219776,21.40434739976064
86,59092.23104464051,435.4753262790933,15.677873498545523
87,59089.95321627777,435.447732463014,16.97177657386561
88,59089.73793320805,435.37745277647423,13.28879635680238
89,59106.15481783331,435.217687267363,18.864156351050326
90,59106.27287327405,435.0951577468402,27.098009128738113
91,59089.73098859109,435.0612060843183,13.078958352319717
92,59090.02266240788,435.0277809630465,20.422466014763415
93,59110.59229906957,434.9838845663234,12.648673851128933
94,59106.26592883683,434.8857027641846,26.316346637115828
95,59089.67543165207,434.6887141358121,14.054959762508872
96,59110.640909828864,434.6016073023064,12.991059059841461
97,59110.47424435759,434.5272894592661,13.293938806772701
98,59110.703409372734,434.4430465480016,14.7529452876189
99,59089.98793934399,434.3382347524296,17.64721513295791
100,59089.946271664056,434.3346831388579,15.539282781835766
101,59106.30759545785,434.2631331271459,29.256826129606793
103,59105.897873558206,433.99707557513096,11.92246332953522
104,59105.91870688199,433.9847626539205,11.668980697956727
105,59110.55757709719,433.90786051743294,11.47580402084111
106,59089.93932705035,433.9022133010562,14.80015949624027
107,59110.35618962931,433.8671362279063,17.649943147235263
108,59089.66848703416,433.8045874962832,13.40064441496014
109,59110.606187858335,433.7444430537816,11.546436089068095
110,59090.050440857136,433.7245805506068,20.9919614227976
111,59110.39091160961,433.5979123389184,15.522091064275742
112,59110.52979951825,433.5793080518964,11.323262326371832
113,59106.3284287672,433.497308190865,30.381604919012318
114,59090.015717795104,433.48975666498137,18.444095293665214
115,59110.38396721383,433.3225260575573,15.59387324080194
116,59090.00877318279,433.2823395721327,17.807783427972083
117,59105.93259576435,433.2763063011477,10.869935623236358
118,59090.05738546898,433.256289709684,21.018835883657232
119,59110.59924346396,433.213331959978,10.93970684817657
121,59112.918668866514,433.0008973398936,10.849931055407296
122,59110.49507754307,432.8040557286775,11.083233627185734
123,59110.45341117118,432.7815054902836,12.158545933324433
124,59110.58535467518,432.7136453633445,10.330903585611964
125,59089.96710550472,432.6772106090481,14.878055746541179
126,59112.897835714095,432.6694234229912,10.310805399179458
127,59105.90481799962,432.5439984299732,10.374991340623637
128,59105.85620690878,432.5311820609717,11.314605260982034
129,59110.82146405491,432.5148671023945,19.273762545905186
130,59105.82148469844,432.50552623182097,12.379764144332
131,59110.675631798455,432.4212416779973,11.742798539300736
132,59110.6547986167,432.4035001318952,11.124833909634333
133,59090.04349624482,432.3617990681022,19.14464001536834
134,59105.84231802501,432.3180683160688,11.497358799660446
135,59105.849262466894,432.0341610336304,11.008724420686804
136,59106.29370658433,431.9786219386028,25.75086312589741
137,59089.6545977979,431.9206873030448,12.016376767825193
138,59108.33536769701,431.8298847136893,10.290003211468274
139,59110.71035376618,431.7866071412565,12.376598272869444
140,59089.96016089101,431.76343375555,13.619599226935975
141,59108.32842328167,431.56540642154175,9.87396515595566
142,59105.87704023396,431.5652043287077,9.85738673521081
143,59105.9395402053,431.46694540176793,9.036393750840034
144,59106.342317639785,431.40500856055496,29.5860326155929
145,59108.37008977045,431.2429092369796,10.666130375166176
146,59110.66174301062,431.21462096601897,10.12244236824256
147,59110.75896451896,431.1313613447577,14.040088634001847
148,59108.31453445192,431.1216694532641,9.16863193046953
149,59110.571465886416,431.1085612620197,8.672983862576302
150,59112.89089132996,431.0876629386184,8.68792543620873
151,59089.69626550484,431.0783716224046,9.836173845126723
152,59105.88398467537,431.01945113799127,9.175474829379766
153,59089.6615424158,430.8564490271235,10.69568285697386
154,59108.34231211188,430.832444166948,9.457892969704574
155,59110.5367439131,430.7270971631959,8.405957493873132
156,59105.863151350655,430.6292448082343,9.235183001615553
157,59110.46729996227,430.5784379063281,9.534982010985743
158,59110.342300836346,430.5246388570976,15.134942583624536
159,59108.27286795989,430.5011038938218,8.09837944547985
160,59110.72424255309,430.3525972944218,11.541697714380177
161,59105.91176244104,430.3060402612426,8.05663369465077
162,59110.43257798477,430.30430255316713,10.412692042571337
163,59089.647653179534,430.2358277198157,10.601159973610606
165,59105.87009579208,430.16738768967656,8.609559460902858
166,59090.03655163251,430.1602455875751,16.469345097363544
167,59106.33537320349,430.15385017601255,27.683030777572128
168,59108.3214788668,430.0657745622364,8.236598228039895
169,59110.42563358898,430.05274891693057,10.43140579500124
170,59110.55063270233,429.9728190805964,7.563658307834771
171,59110.40480040164,429.8692683784896,11.136829295942619
172,59105.83537358267,429.8605495174978,9.258080897515299
173,59089.68237626951,429.83643768503725,8.986319723818951
174,59110.69646497928,429.7186646203271,9.761580740999591
175,59110.34924523306,429.6033599004294,13.79405337735875
176,59113.0922784756,429.5821192816865,13.895107536950604
177,59110.39785600585,429.5425542305432,11.132097678490766
178,59110.71729815964,429.3949432390744,10.278036493156947
179,59110.68952058582,429.326244997079,9.11538363027978
180,59108.25897912875,429.308155392861,6.867949762460455
181,59108.279812375695,429.28726574434353,6.924404604542815
182,59105.82842914078,429.204677558075,8.833885654083247
183,59110.82840844744,429.195403098978,16.43828712272125
184,59105.89092911679,429.0847229019754,7.118467150910362
186,59113.09922286067,429.08036875278464,13.81638885195207
187,59110.543688307946,429.0759533018225,6.703769205547474
188,59110.64785422278,429.0678128999564,7.6163362214863355
189,59105.800651370926,429.0411159562037,9.729662999953518
190,59110.2589680758,428.7753929526559,19.27688781725533
191,59110.48813314822,428.6014197590965,7.029325503339351
192,59092.23798922582,428.5782400212469,9.055705047695596
193,59110.3353564401,428.5343516433981,13.575839381347578
194,59110.46035556695,428.49945454190913,7.659486567318993
195,59108.30064562171,428.4156131460958,6.256646871174382
196,59110.14091331725,428.3066721628316,29.39207526467044
197,59108.35620094116,428.2133265000744,7.210506446564409
198,59106.3631509482,427.80811165182655,27.984083321869548
199,59108.25203471341,427.7405639465335,5.30275382808054
200,59090.08516391591,427.7196247391988,17.56549315769263
201,59108.39786742807,427.7106106612936,8.146333041579908
202,59108.41175625642,427.6584868150898,8.679222803119785
203,59106.39787312734,427.62171422247184,31.239608325866016
204,59108.29370120637,427.533413587139,5.292453302912008
205,59110.807575269406,427.5180108511342,13.341517182287589
207,59105.80759581374,427.3321759724531,7.73617795946177
208,59108.43953391219,427.3154368241904,9.659548492226861
209,59108.42564508431,427.3018531179652,8.959021927157039
210,59108.5784221752,427.2537320639602,18.99568194779141
211,59089.61293008677,427.1601062795882,9.067925636150846
212,59112.800614338,427.01815909955263,5.363406296487142
213,59089.59904084911,426.8791889054676,9.492585602547933
214,59090.06433008083,426.8743726879471,15.142532701741288
215,59090.07127469267,426.8696747483543,15.653716536541879
216,59106.27981771081,426.80435092641113,19.388343245330248
217,59106.28676214757,426.7468730642648,19.920732213008705
218,59106.23815108793,426.6106295952064,15.845816318100105
219,59110.77979769839,426.5618567925092,10.649531012165767
220,59110.5228551234,426.5332881328156,4.356362617729644
221,59110.23813488426,426.4743788323054,18.674281285632844
223,59110.16869090922,426.329437272097,24.734111437649005
224,59110.80063087688,426.1808055353388,11.553245460427547
225,59110.265912472976,426.159448665732,16.11348055427743
226,59110.41174479742,425.9993875079616,6.957733625102378
228,59110.328412043855,425.9632889708112,11.447380500192878
229,59089.6198747056,425.861962792824,7.435741357114068
230,59106.23120665024,425.69429107128286,14.404936940884511
231,59105.81454025609,425.6002249504975,5.732758246027288
232,59106.30065102109,425.59861872266816,19.977543425335057
233,59089.640708561165,425.5907636128031,6.238829476313072
234,59108.26592354455,425.5891529546739,3.1606439407516405
235,59105.79370692858,425.5773533251667,6.563420118371766
236,59110.24507928144,425.55325243937983,17.177883164470302
237,59089.6337639428,425.4504816212762,6.39427092397716
238,59108.4742559805,425.3395770759561,9.615413358200499
239,59106.41870643343,425.2341773541364,30.976614866681018
240,59090.07821930452,425.212246767117,14.522253993134484
241,59110.50202193838,425.1981465678129,3.3424317107503043
242,59106.37009538402,425.1755128760802,26.028814419888533
243,59110.745075732986,425.1265688700842,7.310005228077046
244,59089.59209622981,424.855240168633,7.8399214087989435
245,59110.14785771536,424.8345229741464,25.24060594513861
246,59110.81451966239,424.80347228072577,11.089185501412317
247,59089.58515161051,424.7191258342339,8.087246817984521
248,59110.27285686968,424.5155450712073,13.93177917021552
249,59108.21036821765,424.5056379455614,2.3777355586693147
250,59108.21731263392,424.4626814943701,2.248024828295513
251,59110.66868740454,424.4443857153983,3.5523053021015016
252,59110.75202012597,424.3064847413736,6.846409932654694
253,59108.34925652629,424.3045458498181,3.109036444165156
254,59108.36314535557,424.2571677543025,3.4606157641971436
255,59106.42565086879,424.15317361960206,30.61218305934392
256,59089.57126237192,424.1487553632056,8.319669287040028
257,59110.23119048709,424.1466117159584,16.93064887881684
258,59106.34926207607,424.0937682908596,22.933362553042116
259,59112.87700256168,424.05778478938174,1.6180506277859763
260,59090.09210852775,423.9944612548285,14.385895282846889
261,59106.39092869151,423.9851337245898,26.904080603868863
262,59110.22424608991,423.9007661830897,17.277592400629544
263,59110.50896633323,423.8985047132649,1.9217803892764778
264,59110.30063445747,423.8174260973226,11.182908986477855
265,59110.32146764714,423.805327171821,9.743284218400959
266,59106.377039819854,423.7189282519552,25.25533194472615
267,59106.38398425568,423.5752957992229,25.800329924759467
268,59110.849241625,423.5161851071693,12.274125395673252
269,59106.35620651237,423.4266273196352,22.93128331864159
270,59110.13396891914,423.3307844591504,25.101197002528295
271,59108.19647938511,423.2660542134708,1.3535661558863126
272,59110.25202367862,423.2618051454631,14.320232595965024
273,59110.30757885372,423.2117241312753,10.090544900570876
274,59108.54370011201,423.1612993843481,12.15711304710129
276,59110.73118694654,423.1581990235248,4.666102353083318
277,59089.60598546793,423.1168627437575,5.371262744502701
278,59106.41176199806,423.1167044287236,28.146595992017353
279,59110.73813133953,423.0300971442964,4.869485237631011
280,59108.51592246043,423.0137490306132,9.991556117806283
281,59110.4186891932,422.8474405414888,3.509450031043059
282,59110.7728533054,422.7753755521277,6.458115596981884
283,59112.87005817801,422.76627943425433,0.3276823771944919
284,59090.105997750514,422.766110519715,14.277005947291514
285,59092.04354081213,422.4967777121394,0.45380699987288153
286,59106.4048175627,422.2556056464846,26.57723174880647
287,59108.2381458818,422.1684738099452,-0.2222773535652891
288,59108.50897804696,422.14789845382086,8.647583222358207
290,59108.46036715355,422.0966852806894,5.56375144253559
291,59110.21730169226,422.0879591778042,16.066017107181437
292,59089.57820699121,421.872658119181,5.636237082789762
293,59110.68257619191,421.8086440454824,1.357300950339095
295,59106.49509521729,421.51675452820456,35.30601055707615
296,59108.14786846936,421.5109783774072,0.7876313277396889
297,59108.224257049726,421.5065120932995,-0.7808872774093629
300,59108.12703521869,421.33500863520607,1.3248136238700567
302,59108.52286687344,421.2869516429273,8.753609249410204
303,59108.418700670365,421.20019612935374,2.5327762416259247
304,59110.7936864839,421.1475993008352,6.080274352754486
305,59110.27980126687,421.1270945796734,10.015388087904967
306,59106.50898408615,421.0513657671202,36.32893774156571
307,59108.106201967545,421.0292235819425,1.851170010037606
308,59108.18259055257,421.0206694796997,-0.6207946438839826
309,59089.62681932443,421.0060732257668,2.258470166545578
310,59110.84229723248,421.0018444949795,9.244429473617686
311,59106.47426191353,420.8780528102491,32.44413554848461
312,59108.43258949825,420.8737792508584,2.868165393797483
313,59091.96020575914,420.8090238886645,1.023211514603645
314,59091.99492869917,420.6679303627983,-0.2963359409063173
315,59090.13377619464,420.6111354638242,14.468608102412588
316,59092.029651637335,420.4706845761714,-1.3331370568743068
317,59110.76590891241,420.4545369512418,3.744247900581229
318,59108.1756461363,420.4430197133405,-1.042196745662352
319,59090.099053139136,420.3269488887439,11.273457998697495
320,59110.12702452103,420.3091147426529,22.76998137038595
321,59089.5295946524,420.3027145776902,7.158616876695703
322,59089.56431775215,420.3010458662337,4.891026261846093
323,59110.21035729509,420.2347865108628,14.822303980410254
324,59105.78676248577,420.1106842348228,1.4071392436067072
326,59112.772836802375,420.0900412427951,-0.8623588345298003
328,59108.55064452456,419.97465585914887,9.500449491376003
329,59108.01592453787,419.9168651852349,5.647001811712698
330,59110.8700748021,419.88279650304406,10.246602535713464
331,59108.60619982445,419.8439161799761,13.946383183302032
332,59108.13397963588,419.670383062504,-0.5908714750312924
333,59110.87701919416,419.5470086014944,10.46539916406391
334,59112.786725570186,419.5074499304337,-1.8235156819428653
335,59112.73811488308,419.4158549471728,-0.3542155427596754
336,59110.78674209091,419.3112808074701,3.8156496219028213
337,59108.599255412366,419.30288063134674,12.802408548972096
338,59089.55737313238,419.2734033448969,4.294032003993095
339,59105.77981804343,419.13473587674895,0.754336659556202
340,59108.18953496884,419.0945485453619,-2.689356403370823
341,59110.85618601705,418.98583007610114,8.269217987035859
342,59110.18257970451,418.9354710400133,16.038709444642905
343,59110.11313572481,418.800181139886,22.65730155900161
344,59108.16175730283,418.7998824704013,-2.33164625961831
345,59110.28674566358,418.78705069867823,7.157449454925882
346,59106.51592852058,418.7372739626138,34.76006724347559
347,59106.43259530415,418.64383798105007,25.823189385300168
348,59091.93937199392,418.5977896148645,-0.32253047247576205
350,59108.0645354634,418.51927822383743,1.3514045545240378
351,59110.10619132624,418.4286126835077,22.991034149237066
352,59108.529811286455,418.4153207236429,6.381382471943027
353,59089.50181617055,418.3939530793299,7.257410825102454
354,59108.48814480746,418.29478249395066,3.4261579621761484
355,59112.85616940972,418.2598529892351,-4.134201020602973
356,59108.40481184202,418.2512192649742,-1.0270329346665221
357,59108.08536871594,418.16189735563177,-0.0676997234851342
358,59108.11314638474,418.0459377325356,-1.4225600644453493
359,59106.52287295455,418.0400974459058,34.80846604395617
361,59108.15481288609,418.01244635759696,-2.921768646224166
362,59110.12008012292,417.923947350018,21.080466092358563
363,59108.46731156703,417.9076137841749,1.7731450754798175
364,59108.168701719565,417.8903230465691,-3.4248947049496223
365,59108.38397859926,417.857871488628,-2.2391647829647354
366,59091.911593639656,417.81433710490944,0.22712720657989394
368,59112.91172448238,417.6542057811581,-4.58000441606282
369,59109.97424774725,417.6175126553619,36.130839217362734
370,59108.09925755034,417.5908287773124,-1.283853599031886
371,59106.467317479095,417.5563847581072,28.384949189019892
372,59108.49508922047,417.505629250464,3.0819333044450445
373,59108.446478326136,417.4113145886657,0.11753506012223625
374,59091.98103952344,417.40344405125006,-3.129586483489902
375,59092.00881787443,417.3155188824199,-4.025725501612044
376,59108.022868956,417.3107536663866,2.5921257764267693
377,59089.53653927263,417.2210005894799,3.601506217152405
378,59089.54348389239,417.1303491913109,3.0464004031733793
379,59089.47403768684,417.06589227088335,8.097718928293489
380,59106.48815078285,416.89826022709445,29.94495320966581
381,59090.11988697281,416.7893537042668,9.456145796874239
382,59106.50203965172,416.7717254550018,31.30469636112639
384,59108.14092405262,416.75417076300886,-3.7448294206585047
385,59108.50203363394,416.75069166736944,2.7831531498884488
386,59089.55042851262,416.6972884688676,2.159993359373061
387,59108.37703418485,416.5367135455797,-3.806865650552595
388,59112.9325576348,416.5194501131959,-5.4230969982098145
389,59110.015914142896,416.5134344611902,30.555892782576507
390,59091.953261171046,416.5117855905754,-2.9985413080316334
392,59112.88394694582,416.434752375601,-5.992027058928102
394,59089.52265003217,416.2709429796279,3.6130143632266822
396,59089.494871549854,415.9827849966944,5.373727397366963
397,59109.96730334775,415.9245038895318,35.1826541348517
398,59091.97409493534,415.9240109187008,-4.373244616055217
399,59110.06452493525,415.874426577466,24.75312671661112
400,59108.20342380138,415.7994324760068,-6.22773504808157
401,59108.45342273961,415.77433685619707,-1.1450799535160172
402,59108.39092301366,415.5634594042148,-4.273778744398385
403,59110.02285854194,415.52360684855495,28.823083772945893
404,59110.20341289744,415.4864893793355,10.691476618461252
405,59090.14766541648,415.4800926893624,10.56132871933113
406,59110.154802113466,415.4284495615966,15.161144349266749
407,59112.7311704994,415.3977291990447,-4.096098804471183
408,59110.83535283995,415.3725391250813,3.110045214633999
409,59089.480982307534,415.2892901323615,5.764610693678833
410,59108.61314423653,415.2527777685871,9.966367326719194
411,59110.863130409576,415.2382843330271,5.057024575611308
412,59108.536755699,415.1397505980654,3.6155917037273753
413,59091.98798411154,415.0866090469584,-5.668784890953532
414,59108.0506466276,415.0744404261652,-1.3243619253361771
415,59108.036757792266,415.065968096699,-0.5160300667427578
416,59112.75894803456,414.9628829704496,-5.55671403306809
417,59110.17563530686,414.8946182834696,12.645134345433462
418,59090.154610026926,414.8842084397599,10.589187612972637
419,59089.50876079124,414.8430799394756,3.1891083515080254
420,59110.00896974385,414.8153578456349,29.601858946958032
421,59110.16174651111,414.7958683662142,13.861347476021763
422,59110.043691739054,414.70494009730953,25.78449239794429
423,59112.80755872214,414.68309964086313,-7.112857260167232
424,59110.31452325043,414.6221837700221,1.0251059215815985
425,59110.18952410215,414.5615751825912,11.02464756911695
426,59090.12683158373,414.4496576564724,7.70754721321282
427,59092.001873286805,414.4119813897016,-6.747591650572417
428,59110.05758053668,414.409973807543,24.019734041585252
429,59090.17544385828,414.3385469235647,11.959519972999146
430,59108.23120146553,414.2308366616493,-8.11526786338493
431,59110.29369006029,414.1739876822744,2.036722468700134
432,59091.904649051095,414.1684799279722,-3.054245144244817
433,59109.98119214676,414.1623658954544,31.93033327434142
434,59087.77954488265,414.15777917261175,4.244632047499408
435,59106.529817388975,414.14515654490367,31.659188264109048
436,59092.036596224505,414.102296108267,-7.8280554149556
437,59109.96035894824,414.0974887967202,34.09966119575529
438,59110.09924692813,414.0537942690121,19.325964143345857
440,59108.63397747277,413.8268712303313,10.420732346664295
441,59110.03674734002,413.7732809361901,25.591040233150636
442,59106.4603730442,413.66810646222257,23.761361860368083
443,59092.06437457364,413.6450477266369,-8.651938942856532
444,59108.00898011974,413.5889041166811,-0.221020857666133
445,59108.09231313314,413.5859989487927,-4.97249361761061
446,59091.932427405816,413.5687270285824,-5.037282509737679
447,59110.1964684998,413.5243572044719,9.354603858132975
448,59108.55758893756,413.51013751146087,3.5757292971842958
449,59110.89785237032,413.4617580426811,6.09901743543611
450,59107.932591515615,413.4436998861468,5.380858207818449
451,59106.446484174405,413.4094238142658,22.039738788947204
452,59112.79366995433,413.32410376762994,-8.175633490429504
453,59108.0714798806,413.2993765168687,-4.234786893370654
454,59108.585366587744,413.1411704026024,5.4602289436424485
455,59106.14787339469,413.1162951350503,-3.6291766926786977
457,59090.11294236143,413.0543566410786,5.1387479877828355
458,59092.17548795667,413.0044141880656,-8.511768410198329
459,59092.022707049706,412.94124971830087,-8.722176502943
460,59089.4879269287,412.923954406082,2.8522484033832143
461,59089.467093065214,412.91497783981913,4.5125914560428555
462,59109.95341454827,412.8288068474622,33.57393417279934
463,59112.75200365089,412.8025662076233,-7.480480401010709
464,59087.7934342372,412.7900850557288,3.9859925392446485
465,59089.45320382243,412.7432689015301,5.499487129305862
466,59110.90479676238,412.598925107945,5.826830368515061
467,59110.91868554649,412.5809070331493,7.0153774091354535
468,59108.571477762656,412.57979671255777,3.7536645320093953
469,59108.120090801945,412.4611422844096,-7.284769026439108
470,59106.48120634843,412.4105012103601,24.71604820605279
471,59108.07842429827,412.40266742340407,-5.4854459392072386
472,59108.627033060686,412.3177275075018,8.277236629314473
473,59091.925482817256,412.1385464003531,-6.140429291389978
474,59108.59231099983,412.1365136401474,5.041501259256222
475,59108.043702209936,412.0611030342259,-3.9351924850269597
476,59108.65481070808,412.0451721199751,10.584931512635421
478,59108.245090297605,411.91013705513313,-10.511186278198181
479,59110.029802940975,411.88671765353945,24.44453993677928
480,59107.93953593468,411.8288063912789,3.19479023960497
481,59108.02981337413,411.7842081267969,-3.3718501052870806
482,59106.4534286093,411.6737832628679,21.034201590369037
483,59108.48120039398,411.6138758776162,-3.688289538830759
484,59091.89075987303,411.5817426345393,-4.8754597581035455
485,59107.89092500031,411.52179426973606,7.066733955825498
486,59090.14072080556,411.47998135196303,5.945308523073095
489,59107.91175825842,411.2970445718695,5.000635654864425
490,59107.88398058077,411.2117882225343,7.3861424882229585
493,59110.93951872172,410.9862960833134,7.290543634588687
495,59108.56453335011,410.8849393304951,1.499954580145186
496,59110.09230252955,410.740096270518,16.72620850760751
497,59089.51570541148,410.700687572652,-1.4604731686725927
498,59109.9881365458,410.6736385920841,27.695977564252246
499,59107.9048138389,410.6553871309817,4.964724581575865
500,59109.99508094531,410.50383088807337,26.78053844611054
501,59110.91174115444,410.4346908378765,4.261737759707273
502,59112.52283898219,410.3481024795772,4.6028679857374755
503,59091.96715034724,410.33903995609455,-9.709113199281205
505,59107.95342477234,410.1822829491777,0.43360130978726374
506,59112.90478009824,410.171223375737,-12.132212309893475
508,59107.91870267749,409.9676075995913,3.0737783100909724
509,59091.94631658248,409.9022835360296,-9.319511573512614
511,59110.08535813098,409.8141982990044,16.51819179973944
512,59110.92562993855,409.72932283974507,4.77928151262762
514,59107.94648035328,409.5592174863877,0.3631877934333829
515,59090.18933307871,409.4212488004665,8.354567099327767
516,59110.88396358621,409.4150544327245,0.8973502159906275
517,59090.16155463738,409.36238649113847,5.698720332776759
518,59107.92564709656,409.31930469719305,1.8365943745447453
519,59110.0784137324,409.24530210973273,16.670859368310232
520,59107.96036919094,409.22997008146194,-1.0618044420078832
521,59091.87687069497,409.2285497383692,-6.415311291756609
522,59090.20322229868,409.1235588132554,9.395053507505452
523,59089.46014844405,409.1157195261321,1.2881987539455508
524,59110.89090797827,408.9248838772293,0.9802041606445187
525,59110.94646311378,408.9156638430519,5.8582640635762
527,59089.4462592008,408.7892027893696,2.137824859469106
529,59087.77260020469,408.730924587608,-1.7224203648737557
530,59092.07131916034,408.68391733485953,-13.669693305682756
531,59110.93257433014,408.6507312228873,4.3240231528413915
533,59106.62703945844,408.6118224215086,36.425734326865665
534,59107.87703616124,408.2105730662963,5.02178537038867
535,59109.94647014876,408.17816126379046,29.664910824995843
536,59091.91853822822,408.1176425977768,-9.821692758781353
537,59106.57148399184,408.10909832691294,30.08404633394764
538,59092.01576246207,408.05014268501066,-13.45907275893262
539,59108.62008864861,407.945879486949,3.278556792628649
541,59112.814503105816,407.8708805907143,-14.05241850781755
542,59109.91869254934,407.7043363715568,32.13895996234885
544,59110.05063613763,407.6553609601473,17.998825968415815
545,59106.43953973905,407.5532426295853,15.456448694883079
546,59110.07146933382,407.5302259763381,15.680771763895223
547,59092.05742998647,407.48310119455743,-14.743219832806687
549,59106.620095025406,407.3967959227,34.491622878974624
550,59090.244889956266,407.1666631556596,11.588387911783741
551,59110.00202534435,407.0603474315097,22.59168698961321
552,59109.93952574879,406.99971916248165,29.226493479810927
553,59090.1962776887,406.98542597221086,6.584722223947324
554,59090.231000737695,406.8698408142355,9.887500427869384
555,59087.75176616751,406.7638610608785,-5.250454679296979
556,59106.68953935202,406.7483596947375,40.83012529932256
557,59108.68258835453,406.6929139799064,7.918453635011645
558,59106.64092832404,406.6889996287305,35.929253514358095
559,59112.72422611526,406.6388008992806,-12.565744965989893
560,59106.55759512437,406.620585201338,27.11282156918861
561,59089.42542533546,406.5766501738077,1.7523417785407105
563,59108.0020357016,406.53683644443504,-6.8021405250974
565,59089.43931457918,406.43346369144274,0.38294283650458283
566,59107.96731360954,406.41790254761605,-4.407211854432205
567,59090.16849924783,406.3251392885141,3.300213807161981
568,59087.78648956016,406.17768556417,-3.185645282370672
570,59108.68953276568,406.1214980087209,8.033185885656565
571,59112.77978118652,406.06983106208656,-15.078667107471347
572,59087.76565552624,405.9676297999482,-5.01610157044405
573,59108.05759104573,405.90431161809374,-10.885063301588332
574,59087.75871084734,405.8774585114039,-5.626658403957208
