,Unnamed: 0,Num,Name,Mv(mean),Class,Number of Points,Num Matches,a,e,i,H,Mean COM Flux,STD COM Flux,Mean COM Flux Error,Mean COM Flux Error STD,SNR,Best Period [Seconds],Best Period [Hours],Best Period [Days],False Alarm Probability,Model Parameters,Max Periodogram Power,Mag Vary
69,265, 12877 ,1998 QF11,16.9, MB>Inner ,270,1,2.350853900737259,0.0820514959092814,12.76237587328569,13.73,32.11436440884421,8.466143115605766,2.777637729639457,1.809041747583807,11.561754099953388,648440.513165272,180.1223647681311,7.505098532005462,2.1389618203487398e-07,[-15.23156972  17.55578231   0.45492979],0.1518562517084595,
70,268, 58938 ,1998 QJ18,17.243, MB>Middle ,2594,0,2.678665398958281,0.26690845672049,14.07786293539585,15.28,21.66813245313193,6.74324673795775,2.2155662562815484,1.5286083258510847,9.77995236734568,114589.23793041644,31.83034386956012,1.3262643278983384,1.1484700765069652e-140,[-0.07451739  0.89681711 -4.41362474],0.2265326755421873,0.4596514664741804
71,269, 17870 ,1998 QU92,16.219, MB>Inner ,2673,387,2.395659372599326,0.1614899453265665,6.767695429928517,13.98,65.98461737944542,11.376722095781997,7.192238199735137,4.311842521550604,9.174420472041012,604806.7479685647,168.00187443571244,7.000078101488018,5.82941624276955e-306,[-1.1374885   7.73466394 -7.2359155 ],0.4141032340954642,0.3578779028709069
72,271, 74171 ,1998 RA6,16.722, MB>Middle ,3060,11,2.687770898042092,0.2488345019958185,4.009756432317158,14.89,28.930331182731617,9.553453622915727,3.5042267849346658,2.053796595863969,8.255838722284924,408297.0742878292,113.41585396884145,4.72566058203506,0.0,[-0.24343622 -2.35468772  8.92757091],0.437624475293118,0.7246387538627359
73,273, 49101 ,1998 RE76,17.314, MB>Inner ,659,3,,,,,80.09849887570353,178.24098654066515,2.4550130691630643,4.061042033709967,32.626506099623256,473958.4056507311,131.65511268075863,5.48562969503161,4.317029746785912e-160,[-65.20678147 108.95965799 209.07231065],0.6825437974830609,
74,278, 38043 ,1998 SB26,16.502, MB>Middle ,3052,48,2.695252424090094,0.2008294473415567,13.18023199178845,13.91,43.19498839921821,8.824674947277417,4.684852161152111,2.844940167654994,9.220139059541976,15869.360644017295,4.408155734449249,0.183673155602052,3.3516877200555905e-235,[-0.02239077  6.80480038 -1.0450207 ],0.3031949394337919,0.3492566116404966
75,280, 52897 ,1998 SE66,16.771, MB>Inner ,2060,22,2.397703994330933,0.1392064962581044,11.13649295262154,14.33,33.851545394141155,7.665862023119618,4.041970676819896,2.187359554066225,8.375010137573426,229979.18482417756,63.88310689560487,2.661796120650203,7.354186139633412e-128,[0.14257267 3.12320645 4.63815796],0.2550312172408624,0.3604592359200579
76,284, 79726 ,1998 SG127,17.673, MB>Inner ,2168,0,2.387758023530529,0.1507353805309554,4.947550400599586,15.77,12.773262122022748,5.405110852420184,1.3467395928842028,0.9665215930359058,9.484582015345142,546800.0244551306,151.8888956819807,6.328703986749196,1.2523763477126236e-78,[-0.24850709 -0.98817154  2.98457372],0.1605604236587425,0.5569739571245392
77,305, 49241 ,1998 TQ3,16.266, MB>Inner ,764,12,2.389339854565282,0.2031082934668283,13.78947958273453,14.19,60.912942382661136,14.854550192831407,6.816535971284255,4.341886954613103,8.936055298360724,393241.1390835803,109.23364974543895,4.551402072726623,9.648960107049667e-230,[ -1.11087407  -1.9388661  -19.37863437],0.7565292734833435,0.7338921347254459
78,307, 14162 ,1998 TV1,15.915, MB>Inner ,3184,125,2.394835874632739,0.2476161921266788,13.61663903455132,13.94,75.52622514448234,13.994708472598765,11.629891645910426,5.331172705735776,6.494146931372368,18488.400440217585,5.1356667889493295,0.213986116206222,0.0,[ 6.24869154e-03 -1.67922565e+01 -4.28752326e+00],0.7641774361578003,0.5072756451014928
79,310, 13364 ,1998 UK20,16.641, MB>Middle ,3037,0,2.73391280662596,0.1140343372579633,15.08819185272223,12.98,40.59415459171195,9.94464417682022,5.345229915077268,2.75568342337662,7.594463706267935,13781.03303289233,3.828064731358981,0.1595026971399575,0.0,[-0.0538541   9.68024352  0.81814792],0.4768489964423631,0.5306718561895476
80,321, 20424 ,1998 VF30,17.763, Trojan ,3337,0,5.210587422926486,0.1301963127969892,25.62590407949519,10.64,13.76735880743426,4.735305495810322,2.21389852706854,1.2845429381888045,6.218604258102042,546368.2555810614,151.76895988362816,6.32370666181784,2.4022895907550242e-268,[-0.02162879  3.0540338  -2.21927179],0.313525466698059,0.6121000331736913
81,347, 15035 ,1998 WS3,17.283, MB>Inner ,2734,1,2.180730744743834,0.0814007449310352,4.540941077310754,14.52,21.20527621826417,7.285558237012242,2.4915544002362364,1.62650123571758,8.510862221693252,9579.040501878875,2.660844583855244,0.1108685243273018,2.178074614562913e-164,[ 2.98446498e-03 -6.29835976e-01  5.08127237e+00],0.2470481579337624,0.5347991894526845
82,348, 12922 ,1998 WW19,17.485, MB>Outer ,2995,0,3.18426322287647,0.0495119984042978,7.871091061186773,13.22,18.95321904244596,6.141914219401471,2.2739112240377626,1.392610225107498,8.33507431692558,368404.314413956,102.33453178165443,4.263938824235602,3.4637866782567965e-91,[-0.12092633  3.17250595  0.53401194],0.1359456234632636,0.37462697927663413
83,365, 101546 ,1998 YZ26,17.918, MB>Middle ,3107,0,2.739889085909256,0.1909934269990743,14.00629021076088,14.9,10.49009008031106,5.015311562327375,1.662130336010092,1.0236648071105832,6.3112319491697,258508.4606322664,71.8079057311851,2.991996072132713,2.833572218734246e-270,[ 0.06134442  2.12122339 -3.42945488],0.3342831176192984,0.8742348982466412
84,384, 101663 ,1999 CW84,17.743, MB>Inner ,1701,0,2.194614285569461,0.0837959290183736,6.257212405089289,15.37,10.20095561439026,6.092331399951725,1.329766064363977,1.0765993137754677,7.671240745092517,11480.956056868235,3.1891544602411765,0.1328814358433823,1.7554420975349223e-100,[ 0.01706729  4.08618058 -1.25991882],0.2456539953123423,0.9681381208010441
85,389, 31549 ,1999 DY6,17.004, MB>Middle ,1650,42,2.550332006061157,0.1373624440294982,14.21759882181287,13.65,26.87503058469781,6.621954207877029,4.381204998232302,1.7060093996162655,6.134164138756613,348762.98656670813,96.87860737964117,4.036608640818381,4.296587596678488e-225,[0.21562901 0.13728802 6.47966274],0.4724712755711936,0.5297642463661376
86,403, 17099 ,1999 JE37,16.25, MB>Middle ,1640,88,2.518960073139954,0.1867421706326123,4.341435214380525,13.94,45.25607788724366,19.01054925787858,4.674673821681621,3.0157756981898163,9.681119926986412,11692.381530806317,3.24788375855731,0.1353284899398879,4.1996720129329046e-134,[-1.43794870e-03 -1.15863488e+01  9.90384268e+00],0.320968782114609,0.7610862695273999
87,409, 66341 ,1999 JK66,17.204, MB>Inner ,3055,20,2.257738619268622,0.195363011311875,6.702058987392925,15.59,24.219424623701148,7.686918934544755,2.486819478439878,1.7610945009362349,9.739116503500831,14580.499712106854,4.050138808918571,0.1687557837049404,4.1329439326294036e-213,[-0.01036749 -5.00516064 -2.82310965],0.2792888579405792,0.5254575061640766
88,416, 17128 ,1999 JS75,16.241, MB>Middle ,1570,0,2.535257571801103,0.142290344736455,11.89362331994575,13.87,46.870439142064924,14.710284987326569,5.33608980541935,3.540916319875023,8.783667601407899,42558.12830305921,11.821702306405337,0.4925709294335557,2.8658510327631823e-116,[ 0.30004518 -8.61491174 -7.44025593],0.2966597862575801,0.534555367740486
89,424, 35919 ,1999 JY99,17.473, MB>Outer ,2450,1,2.910910499479116,0.0637274700859873,12.90993587088862,13.65,17.201081170533534,6.927511215662097,1.6205737878442454,1.219780804793199,10.614191898916944,10692.987574808918,2.9702743263358107,0.1237614302639921,2.9863908853396038e-61,[-0.02119779 -0.59263069  3.25152675],0.1150279259097225,0.4230220163149643
90,427, 33638 ,1999 JZ80,17.07, MB>Middle ,2448,0,2.544071850099987,0.0976214043962905,16.05662388694891,13.85,26.37062470021302,9.501885720059978,3.1851529628558506,2.407867756408442,8.279233370496835,825536.8157158348,229.31578214328744,9.554824255970312,3.5737605737639795e-76,[ 0.57924889  3.72962155 -4.15165805],0.1396346228617706,0.45627521544123495
91,429, 22790 ,1999 KP4,16.218, Hungaria ,2819,172,1.895009569131865,0.0628354059345804,26.29693922292306,14.35,57.99082884400366,11.306979885736602,8.600736825081615,4.413948454493236,6.742541949997798,34725.13216123073,9.645870044786314,0.4019112518660964,0.0,[ 3.12278962e-03 -1.04021248e+01  6.01441622e+00],0.562918661135841,0.4565135942691692
92,436, 59755 ,1999 LY32,16.717, MB>Middle ,2508,7,2.532117703392133,0.1981677201009276,13.64394710091027,14.43,37.90148454987912,11.727927818853235,3.8815923319754986,2.900346623580597,9.764416586888071,966652.4505775352,268.5145696048709,11.18810706686962,6.510499834547807e-277,[ 0.17728622 -9.02655155 -4.46426795],0.4033851754850961,0.5882374893437181
93,437, 40327 ,1999 MB,17.3, MB>Inner ,211,0,2.286854480188487,0.1551204486222597,7.37345948591829,15.28,24.6505703392396,4.521129655353038,2.720623439208258,1.2646460254496397,9.060632935814624,18116.748571986525,5.032430158885146,0.2096845899535477,2.2184372424274903e-09,[-0.02967647  2.80772398 -1.16283717],0.223562175007819,0.26940175872425104
94,446, 23983 ,1999 NS11,15.78, Mars-Crosser ,1471,149,2.300476960756832,0.3080927511127948,7.087065850127002,15.31,88.93817714484078,15.031973761639076,9.995964700003848,5.038719086717482,8.897408085565422,5344.205383167301,1.4845014953242504,0.0618542289718437,0.0,[-9.80838241e-03 -1.37686066e+01 -1.11649369e+01],0.6948974961660389,0.4387233806080814
95,447, 20473 ,1999 NS8,15.945, MB>Middle ,3020,472,2.583497473545461,0.1817235239391972,13.54233364636108,13.26,80.05650188779536,13.219072865207576,9.781294317643503,4.813581485370326,8.184653205188743,39587.286978054886,10.996468605015249,0.4581861918756352,4.0080152834643875e-121,[-0.09481528  5.5931119   5.4783394 ],0.1736150361095568,0.21329366869472535
96,450, 11752 ,1999 OU3,17.3, MB>Middle ,347,0,2.584154433259107,0.1658072695951782,14.40066698717026,13.97,18.010343756011306,7.52924749780247,2.0674459128228766,1.455223086761108,8.711397790049126,278883.9923422045,77.46777565061235,3.227823985442181,2.0128662494080642e-19,[-0.64730017  1.97245612  4.69749049],0.2535132007616994,0.6564633566871015
97,455, 59855 ,1999 RD86,16.9, MB>Middle ,201,0,2.600036407725385,0.3066085687444721,12.89093096364826,14.93,18.92068004587913,9.319205142720262,1.879117721636916,1.3727697680161726,10.068916826241816,259372.3707070881,72.0478807519689,3.001995031332038,1.550568741606657e-06,[-4.93074015 -0.86211867  8.60418652],0.18037692502657,1.567656241437558
98,469, 38426 ,1999 RT230,17.627, MB>Outer ,655,1,3.04638738977427,0.15519357636223,14.91167994607494,13.82,16.676088791780504,4.998862730817213,2.4538879448839643,1.1979133243443798,6.795782515883812,62803.43856569296,17.44539960158138,0.7268916500658907,9.285215413438866e-49,[-0.36087463 -1.4117917  -3.76486918],0.305979529682825,0.5464040099584038
99,470, 40698 ,1999 RT232,16.659, MB>Inner ,2912,36,2.303478078324724,0.1806963358591455,5.688332305743019,15.14,31.48354978311911,5.41661227826051,4.395441912245597,1.98012891833378,7.162772347282462,1155330.104219203,320.92502894977866,13.371876206240778,3.6794634894370706e-157,[-0.32729024  0.82783383  3.36171403],0.2250304765874137,0.24229837014743255
100,484, 21803 ,1999 TC7,17.105, MB>Inner ,3166,1,2.326145618159741,0.0653599299080681,7.378402975462346,13.93,20.53723797536706,8.130540283447294,2.666792126112578,1.512938391552996,7.701101924770001,13517.501936839935,3.754861649122205,0.1564525687134252,2.768407895305431e-285,[-0.04506486 -4.49206806  5.03950153],0.3437506466190975,0.743077095290507
101,502, 275575 ,1999 TK97,17.581, MB>Middle ,2701,0,2.610173905630329,0.3110751211528189,6.595227852355678,16.29,16.141065245302688,5.274528340373753,1.9434197401458764,1.0938150119706385,8.305496188945323,820009.3786348846,227.7803829541346,9.490849289755609,2.5264360628674672e-116,[-0.04523596 -0.79610184 -3.20030273],0.1852877117804915,0.45129434202040364
102,521, 19705 ,1999 TR10,17.119, MB>Outer ,2580,0,3.065023876072352,0.0469890406679188,10.46366802712805,13.08,22.4426481428331,5.806147794441394,2.56969614942972,1.507718993986194,8.733580484919855,13916.54052795928,3.865705702210911,0.1610710709254546,4.6551008201112854e-64,[ 0.00734445  1.53508664 -2.31484653],0.1139832587002011,0.27004516329715955
103,524, 347515 ,1999 TS7,17.891, MB>Middle ,3121,0,2.609445715672549,0.2527405523508445,16.15196240258487,15.82,12.44547273563235,6.074655496162604,1.5629843476977572,1.1114035124413617,7.962634273314552,27866.613066441427,7.740725851789286,0.3225302438245535,9.909617122086995e-155,[ 0.04530114  3.19214424 -2.30010244],0.2088248896225454,0.7080667841440818
104,533, 40803 ,1999 TX39,17.756, MB>Middle ,2592,0,2.655382747080927,0.1507022564951417,13.1001971046423,14.17,11.583878028783175,4.945776290197311,1.6740773320771154,1.082443047121746,6.919559692269682,995564.2973352888,276.5456381486913,11.52273492286214,9.93399258865394e-95,[-0.14175832  2.67219405  0.6026661 ],0.160589104203263,0.5301506602967968
105,537, 36230 ,1999 UD15,16.825, MB>Outer ,2683,138,3.06672735930554,0.0895441795163022,9.905071730403352,12.9,39.13130161386594,5.613356771615258,4.19552350800662,2.2700080775954623,9.326917496514763,66609.20039255753,18.502555664599317,0.7709398193583047,2.003579505690482e-60,[-0.01043583 -2.56459489  0.11203337],0.1042964157678837,0.14269295447577932
106,546, 102539 ,1999 UT10,17.376, MB>Inner ,2561,0,2.3424482168409,0.2300694959228417,20.97323630448863,14.65,16.440332465599234,6.402674790525925,2.158597727169064,1.264116500469176,7.616209476492053,933081.6670538113,259.189351959392,10.799556331641332,1.2360817709333493e-108,[-0.29699209  1.09199813  3.80285466],0.1831612310601869,0.543257714702509
107,554, 24098 ,1999 VC7,17.244, MB>Inner ,968,4,2.319517215937532,0.1432889446705833,12.47614726380253,14.85,21.92227731809397,7.325874226262076,2.6770940750071537,1.6431423985705258,8.188833378235088,17388.574854823935,4.8301596818955375,0.201256653412314,1.0308785750517773e-50,[ 0.031782   -0.91330727 -4.8167415 ],0.2264046404549525,0.4932216912994214
108,583, 22974 ,1999 VN21,17.318, MB>Middle ,2735,1,2.633272740898613,0.1609767272270569,5.813011979785084,14.41,17.537848751361153,6.338135604197969,2.236588223807694,1.1747770337302927,7.841340021679865,498233.5573623367,138.39821037842685,5.766592099101119,7.530985070478208e-107,[-0.11105734  3.4580084  -1.01576569],0.1701510051352484,0.455663147391081
109,585, 36240 ,1999 VN44,17.709, MB>Middle ,1206,0,2.617745061752993,0.1553805303697841,27.95105157635705,13.89,12.234616685206548,5.780593452228705,1.428323767693416,0.9654666641540448,8.565716654679836,761423.6759602391,211.506576655622,8.812774027317582,2.50749686061463e-62,[-0.48131347 -2.28470611 -3.30277935],0.2221099521583668,0.7730556637469372
110,593, 205114 ,1999 VQ8,17.753, MB>Middle ,2677,0,2.628869723528338,0.2942716300803754,12.4093824767598,15.73,13.807969991478648,5.267123654253275,1.742029320535717,1.113203902395462,7.926370600485851,1165959.2196690948,323.87756101919297,13.494898375799709,2.7292750813745376e-123,[ 0.03988378 -2.06780253  2.87215043],0.1965646819075223,0.5675384135169204
111,598,269816,1999 VS180,17.9, MB>Middle ,3269,0,2.616862028516205,0.3559650441548843,28.8118674897776,15.68,12.658140531352409,4.261024034903567,2.532716281187962,1.1338633440924004,4.997851763094108,1164169.3737353391,323.38038159314976,13.47418256638124,1.1691281391627762e-111,[-0.22855236 -1.46031653 -1.8554102 ],0.1502377477662952,0.4175701713979924
112,600, 97175 ,1999 VT203,17.321, MB>Middle ,2122,0,2.602302012904306,0.2195386817790636,10.58266572197679,15.09,19.85055587815151,7.068728786483061,2.239922957354911,1.5875213217034665,8.862160108217612,54365.155055951065,15.101431959986408,0.6292263316661003,2.020428835476396e-87,[ 0.11084687 -4.11830789 -1.03724291],0.1794514233404782,0.469160235923068
113,607, 21916 ,1999 VU37,16.585, MB>Inner ,1710,41,2.345662803758191,0.1233992284649612,7.245545205216994,14.24,37.6375136683305,6.488994438328528,4.039454904054521,2.32496993702015,9.317473412205349,5138.215327381612,1.4272820353837812,0.0594700848076575,7.257315367793573e-72,[-0.04269846 -3.89527134  0.62823074],0.1838251884443778,0.2287398350010389
114,609, 21904 ,1999 VV12,16.919, MB>Outer ,2898,9,3.143436967950524,0.1065057944981419,21.49085633319405,11.7,26.71574754838105,13.000367529425068,3.802601293208438,2.790483786352915,7.025650466194336,1047259.6270483296,290.90545195786933,12.121060498244557,5.155300311669728e-115,[-0.17822538  5.24007633  5.00050524],0.1722304166469007,0.6080946663624648
115,616, 36238 ,1999 VX19,16.318, MB>Outer ,3160,122,3.076600430819558,0.2872910080111961,3.769483042262522,13.79,43.23517526422327,9.653303578407568,5.629758964437743,2.442644604830684,7.679756013948861,665144.8802643612,184.7624667401003,7.698436114170847,8.537972347355726e-252,[0.87645409 4.23560093 6.53161481],0.3114125208394003,0.3872716192808915
116,630, 19725 ,1999 WT4,17.819, Trojan ,3143,0,5.154227557531522,0.0733032893979038,9.95487534190524,10.87,11.297498749695626,5.176361967011155,1.474878223808381,0.9914366356889932,7.6599535929980735,1165956.669276212,323.8768525767256,13.494868857363564,3.1824915713259438e-84,[-0.1813642  -2.05873345  1.4811077 ],0.1210280810479584,0.5042966174149819
117,631, 25438 ,1999 WY5,16.967, MB>Inner ,1744,32,2.314619788561032,0.2714568170738387,24.56160521766887,14.35,23.51543646592108,9.14085310883566,3.684500575942315,2.3012219816910355,6.3822588655470565,103578.27491517128,28.771743031992024,1.198822626333001,1.9498912965936926e-178,[-0.13179856  3.05475775 -7.30975052],0.3822160512149752,0.7659557186839498
118,634, 23099 ,1999 XA160,16.924, MB>Outer ,3197,13,3.141320598230987,0.1137025081488783,21.0206013773316,11.88,27.923090573738936,5.078121127900048,4.698859555676613,1.7034079131373625,5.942525040997559,71412.50874451693,19.83680798458804,0.8265336660245015,1.7908466857632638e-212,[-0.0621894   3.57540242  1.0684789 ],0.2680390048536415,0.29260100224637103
119,636, 45151 ,1999 XB111,17.203, MB>Inner ,1959,2,2.329572095906975,0.0879189344394875,6.338731966536134,14.87,19.425251477078213,8.265881606138299,2.252125682284169,1.6272774341847935,8.625296372170748,360387.6061337515,100.10766837048654,4.171152848770272,1.086048210191504e-59,[-0.04497467 -4.05946262 -1.47361366],0.1381897346610738,0.49214152087219387
120,641, 23078 ,1999 XB95,16.806, MB>Outer ,3087,109,3.17726300994656,0.1694069851494975,18.54584442295824,12.77,34.31853042748099,5.76971544196253,5.247342521991594,2.422410272808872,6.540173484702428,424299.3540698938,117.8609316860816,4.910872153586734,4.874150553748335e-203,[-0.07290351  0.33446443  4.21741862],0.2658619049574365,0.2696377994124476
121,651, 60310 ,1999 XD215,17.609, MB>Middle ,2476,0,2.667340773785003,0.1818812999275395,13.57960010763061,14.98,14.956928182845616,7.070633001140076,1.3896347851480595,1.1384510667092271,10.763207961329222,229463.7379046701,63.73992719574169,2.6558302998225707,4.971117538692403e-149,[ 0.20762467  4.89671338 -0.58725156],0.2476746165589654,0.7328112244701719
122,655, 16151 ,1999 XF230,17.678, MB>Middle ,3116,0,2.670205416281531,0.1459197109498266,11.67192723604221,13.91,12.87675697776738,5.411627989610586,1.738436489679272,1.0594714591410663,7.407090828002029,11393.265193810665,3.164795887169629,0.1318664952987345,3.8503100922833714e-139,[ 2.04154132e-03 -2.41338422e+00  2.32126462e+00],0.1906471966157953,0.5778541413341736
123,659, 75272 ,1999 XG16,17.18, MB>Middle ,3027,314,2.621702375540608,0.3589046548549534,30.44359956984056,14.94,28.853118199494777,4.325662622061266,4.633740004243376,1.928456728046933,6.2267451719501645,5142.604672882705,1.4285012980229737,0.0595208874176239,1.445483939478077e-116,[-0.00350048  2.37797837 -0.78213775],0.1674285002083151,0.1888950087254537
124,667, 38575 ,1999 XH2,16.9, MB>Middle ,836,11,,,,,32.146369813266375,4.985612188118873,3.7023354135286097,2.3233857029317297,8.682727582109699,8195.205942300227,2.276446095083396,0.0948519206284748,4.6819905353985207e-32,[-0.05719491  2.72506234 -1.20947416],0.1758883274884811,0.20233492966958588
125,680, 24177 ,1999 XJ7,16.652, MB>Inner ,3037,1,2.337241448559786,0.1022890210256821,7.501089900212411,14.08,34.06998027752521,5.810895993387561,4.516173496091931,2.0567930939247274,7.543992786594149,6877.523706155791,1.910423251709942,0.0796009688212475,3.2064760307902457e-167,[-0.02713261  3.04396691 -2.48250167],0.2287201902620416,0.2516683306999727
126,688, 97307 ,1999 XL192,17.826, MB>Outer ,3142,0,3.145307000126671,0.1259302413520284,16.92437646545205,13.83,10.441157566024,4.89382836560859,1.6478209080499844,1.0497806156522855,6.336342447784551,19805.95625994543,5.5016545166515085,0.2292356048604795,4.085887630850589e-179,[ 7.18796830e-04 -2.79756311e+00 -1.86397139e+00],0.235479874732826,0.7248581303859403
127,732, 23075 ,1999 XV83,17.829, Trojan ,1711,0,5.206178452096848,0.1723854475455781,14.43437282317115,11.02,10.123697697046095,4.699236733730589,1.1806963941675157,0.9147083453384732,8.574344553820804,336292.5281945427,93.41459116515074,3.892274631881281,6.667114184248009e-36,[ 0.10244956 -0.19751625 -2.03961709],0.1001412604941728,0.44109655586703733
128,736, 49943 ,1999 XW192,18.375, MB>Inner ,512,0,2.35173170448199,0.0687158280099909,8.1645961501856,15.33,272.73493933453665,344.33462487060365,4.5476800694949695,7.058702517906176,59.972323287206194,373162.1587236431,103.65615520101196,4.319006466708832,3.1873790012651363e-150,[-151.53706013  375.81201716  408.93387914],0.7505620993694033,
129,746, 18062 ,1999 XY187,17.933, Trojan ,3178,0,5.148158847599539,0.0494740226604597,17.38272467250876,10.99,11.063816471960097,5.487398669700418,1.2622267171484711,0.946692318476578,8.765316342657245,17597.779577497557,4.888272104860432,0.2036780043691846,1.178248196111673e-120,[-0.0247935  -1.52624314  2.76187286],0.1651696698179769,0.6385064513481303
130,752, 67066 ,1999 YO,17.809, Hungaria ,2713,0,1.921256192749153,0.1318411775418221,25.0806241342504,16.14,12.467371233260982,5.576677325865747,1.808084198943879,1.2160622475423937,6.895348812042772,13035.27085243479,3.620908570120775,0.1508711904216989,0.0,[ 0.0111037  -4.54282504 -2.64487157],0.4437609632300991,0.9754717551835344
131,753, 24313 ,1999 YR27,17.634, Trojan ,2899,0,5.265787557744498,0.0865368481971267,18.15191663214888,10.84,18.52149205868351,5.054170643929091,1.935100066321667,1.3128181283251854,9.571335550564095,1299976.865673804,361.10468490939,15.04602853789125,5.416387360883593e-72,[-0.6773114   1.05080772 -2.59138045],0.1134133711664375,0.34311421435968853
132,770, 41369 ,2000 AG100,17.825, MB>Outer ,1045,0,3.089641459817374,0.1166404010305233,8.00778394188667,13.65,10.510694787413168,4.244506475765845,1.454982022519301,0.8995286622594713,7.2239344711722975,11029.959778601991,3.063877716278331,0.1276615715115971,1.2443209154176734e-25,[-0.00741027 -0.13609058  2.05943217],0.1185996020806994,0.43232231106428953
133,783, 45374 ,2000 AL114,17.248, MB>Middle ,3080,6,2.662533852886806,0.2091680207093538,12.3960171314308,14.64,24.94936545367796,10.901302020439813,2.926650916911564,1.7962229302228014,8.524886008614422,9123.251495266462,2.534236526462906,0.1055931886026211,3.449831430525776e-87,[-0.0119703   4.69476555 -2.87688533],0.127232807685397,0.48748239947212946
134,789, 15537 ,2000 AM199,16.478, MB>Outer ,3049,96,3.058328252978352,0.1310879798276849,12.53512916701606,12.81,53.69650554666092,10.876024661203116,6.605052756783456,3.5536730481136147,8.12961039433244,21311.64892109042,5.919902478080672,0.2466626032533613,4.198530059499124e-273,[-0.03260934 -8.84162825  1.67467615],0.3422723316904556,0.36760220408772426
135,792, 50069 ,2000 AM78,17.352, MB>Inner ,3124,0,2.353042391104192,0.1363646982847794,7.513642803649645,15.25,17.081188240094125,5.909890416986498,2.348762281973791,1.292757000803244,7.272421041153592,440071.08528056985,122.24196813349162,5.093415338895484,2.134679637132721e-225,[-0.20022957 -3.73806137  2.30109293],0.2871092315786619,0.5779141006659915
136,798, 15533 ,2000 AP138,17.575, MB>Inner ,2634,0,2.33243662605551,0.1306702046114812,9.678979371201446,14.2,16.724349432682153,5.685381014187614,1.7243136292963028,1.1353411183997577,9.699134280755764,206527.4929781697,57.36874804949159,2.390364502062149,4.2132436224444956e-103,[ 0.20553555 -0.72270259  3.22148565],0.170645968299382,0.4289595443017518
137,809, 41405 ,2000 AS187,17.6, MB>Outer ,3192,0,3.126545096463349,0.0715096841144541,14.58246661606674,13.26,16.02600297108412,5.228674467592703,2.0502944196505424,1.1922299125244964,7.816439832975615,8817.2253320429,2.449229258900806,0.1020512191208669,1.2579827606211046e-106,[-0.01102294  2.18762021  1.81275222],0.1473722916114145,0.3893414148782982
138,821, 45482 ,2000 AU233,17.469, MB>Inner ,2888,1,2.321816676210267,0.1458002202899659,7.440896640576047,15.43,15.725127834334051,6.224220107778174,1.9213501732615248,1.230921790831971,8.1844153414473,35998.91560234933,9.99969877843037,0.416654115767932,8.710612778453453e-177,[-0.06635171  0.93525257 -4.30190533],0.2505196084286026,0.6273927976645799
139,823, 45387 ,2000 AW125,17.069, MB>Middle ,1672,0,2.7154794459743,0.0383289220696832,8.56204647722423,13.75,22.032956991974984,5.725750524194358,3.079364763720178,1.496372384309667,7.155033158643078,8460.53133166921,2.350147592130336,0.097922816338764,6.58228931262148e-54,[-1.62648879e-03 -6.23766813e-01  3.02958565e+00],0.1461306339660877,0.30689505206047357
140,837, 50266 ,2000 BU28,17.959, MB>Middle ,2655,0,2.749610512832347,0.1199217350063308,10.21765112794392,14.28,12.059906193308493,5.713773310250648,1.4905358693603488,1.0606275965156615,8.090986900223946,126086.4671633351,35.02401865648197,1.4593341106867488,2.758979375217472e-156,[ 0.19379481 -3.15749781  2.40622699],0.2427149351663625,0.7297833130453093
141,892, 50599 ,2000 EM48,17.7, MB>Middle ,469,0,2.786927916791103,0.0802705521802685,4.710448877054742,14.31,10.64532390120266,10.510137797373522,0.9715566613416744,1.3266060153302306,10.956976906011809,497799.0760746207,138.27752113183908,5.761563380493294,9.964616187636481e-59,[-0.17976262 -3.24862253 -8.53415798],0.4558017624520368,2.9175853820509023
142,893, 47834 ,2000 EN114,16.9, Mars-Crosser ,202,10,2.38228887458296,0.3130608719933772,23.63452092946394,13.9,33.60352018813302,3.988446777851181,5.214276850621103,1.5493560057172686,6.444521675931017,182966.19883154504,50.82394411987362,2.117664338328068,9.147561242773528e-06,[0.43053839 0.1072554  2.28316754],0.1636536175458706,0.1460529623543055
143,898, 67233 ,2000 EP11,17.442, MB>Outer ,2567,0,3.186787316245673,0.1992329044986714,14.9417289079888,13.75,16.9310951090761,7.500902549245028,1.6961270895925082,1.3487013454323369,9.982209006014855,13764.115216273804,3.823365337853835,0.1593068890772431,1.1216311735734576e-79,[ 0.0038163  -2.33761092  3.19447179],0.139162802329873,0.5171249648345415
144,901, 60588 ,2000 EQ139,17.727, MB>Inner ,938,0,2.443853717738551,0.1093281725103165,7.058509404551056,14.78,11.195179439590309,4.715181020227655,1.4431421483713005,0.9675376769246792,7.757502926669385,200468.73000970093,55.68575833602804,2.3202399306678347,6.720591582727864e-80,[-0.01401969  2.10074431  3.2796828 ],0.3358066920886065,0.7894342429633552
145,903, 25842 ,2000 EQ78,17.786, MB>Outer ,3154,0,3.16633739942141,0.1463364679391073,11.20833237080737,13.24,11.907063401142768,5.581157002008344,1.489091807058211,0.998515756813198,7.996191601286072,720377.8154671412,200.10494874087257,8.337706197536356,2.3752380968076933e-101,[-0.08156122 -2.24666256 -1.98024063],0.1424150487385392,0.5621544231633268
