,ID in Cut,Num,Name,RA,Dec,Mv,MJD,FrameIDs,X,Y,Flux,Flux Error,COM Flux,COM Flux Error,COM X,COM Y
2753,35995,5254,Ulysses,354.4539566963049,-35.16450118385575,16.2,59102.55754279064,1974.0,40,9,5.034483657345057,0.4185299937841367,57.44177423880718,14.25768500165046,38.76114155846504,7.5332659690052015
2754,34275,5254,Ulysses,356.4103308951994,-34.29572461869252,16.3,59088.342323532495,85.0,363,34,43.2240914043924,8.445601705582169,57.41775208935725,12.34648557610773,363.8257531397415,33.8126470471381
2755,18626,5254,Ulysses,354.4153038278189,-35.17570613732848,16.2,59102.800044934935,2009.0,489,7,0.7207277503082203,0.0377330713742415,57.41636578386784,13.01751060923607,490.63522858182415,5.408272503179136
2756,18577,5254,Ulysses,354.4695945468638,-35.15992972442749,16.2,59102.459772154965,1960.0,481,8,2.8735180733628227,0.1383668040373518,57.405537163953895,12.462397642821408,482.35779489336346,6.47654930636571
2757,35196,5254,Ulysses,355.51617632885035,-34.72786533930159,16.3,59094.86315779059,1019.0,212,18,36.50473713803666,5.742246330463707,57.40476105820491,9.826891402093375,212.49294888566084,16.996739156836668
2758,35015,5254,Ulysses,355.6890443205471,-34.64908438773569,16.3,59093.578440593024,838.0,241,20,52.01794340491076,10.034825516139444,57.39395101288005,9.963715988206438,241.44062853033412,19.56493339222545
2759,29506,5254,Ulysses,353.1934064032497,-35.461127808127024,16.3,59111.12678991407,3204.0,359,30,22.982351097572675,2.078204449368604,57.39036239570585,9.740833721104536,360.2893334251763,29.904974199787763
2760,18244,5254,Ulysses,354.95819198485464,-34.970797155974324,16.3,59099.08480130538,1627.0,403,6,17.74426084742945,2.4175085449926588,57.36252633988512,8.515223735263293,403.592004000893,4.684690233745556
2761,28756,5254,Ulysses,353.97497032009835,-35.29238591577379,16.2,59105.66859495286,2422.0,476,14,34.93926041937375,6.177767283972407,57.357298189256205,13.343191064399392,477.0420351967777,13.644608317913132
2762,35611,5254,Ulysses,355.1212138526601,-34.90076191903826,16.3,59097.83536089884,1447.0,147,13,36.07192028389699,4.364233743397316,57.35075541051226,6.776514856824266,147.24005931269355,11.972474397590188
2763,34514,5254,Ulysses,356.1643756283307,-34.42084845694451,16.3,59090.092331179,337.0,321,29,43.16596436368702,10.828207127151863,57.34383942344101,11.94181747208783,321.70674637969086,28.442618479656893
2764,35785,5254,Ulysses,354.9626261433189,-34.968885334844195,16.3,59099.05062877979,1622.0,122,11,22.096103623776308,1.7782322882851862,57.3363650950709,4.8182319813169325,120.94894721888112,10.211669680104151
2765,34417,5254,Ulysses,356.2580395931985,-34.37386341289577,16.3,59089.41871804038,240.0,337,31,44.57322531170981,4.7767333974049215,57.33522652393328,6.604603583205567,337.62566563188886,30.55161358146113
2766,34346,5254,Ulysses,356.34006369856144,-34.332135021292466,16.3,59088.83538211072,156.0,351,33,40.54236183549308,6.202412971205736,57.3350878200756,10.48657333226433,351.7275430286596,32.34081437509212
2767,21286,5254,Ulysses,354.2556096888377,-35.219986270052345,16.2,59103.82086157101,2156.0,5,3,42.09248480834901,8.118200352279944,57.317674878298895,11.530415838739032,4.2349913117797175,2.6477878082229083
2768,34690,5254,Ulysses,355.99637348899984,-34.50348581978382,16.3,59091.314554952856,513.0,292,26,28.94191577609063,5.987522424687304,57.31431681608559,11.603621003174071,293.013293663076,25.22349058009884
2769,18527,5254,Ulysses,354.5254176594169,-35.14328044913384,16.2,59102.11255463229,1910.0,472,8,8.797313294328417,0.6949439103726717,57.31428849142543,13.75151238448369,473.3780867596985,6.719135832600954
2770,18228,5254,Ulysses,354.97260843240605,-34.96458072904989,16.3,59098.973691169405,1611.0,400,6,6.370652975701656,0.6180430937238469,57.29593395109704,9.201150184154285,401.1515844784132,4.562461195621512
2771,29655,5254,Ulysses,353.04884889876854,-35.487907823428,16.3,59112.19620361531,3358.0,338,34,42.77856988890623,3.3128401898909394,57.29583886766458,4.687205540227963,338.85150900048933,33.776454144470264
2772,35533,5254,Ulysses,355.1943558914226,-34.869304445769465,16.3,59097.27980959074,1367.0,159,14,35.161807725794695,3.0351234470079844,57.29314421938859,3.886819608089672,159.0854191953497,12.986074712707
2773,34854,5254,Ulysses,355.8403549764329,-34.57828977496147,16.3,59092.460387575455,677.0,266,23,36.69000326339324,8.872274549720794,57.29279043079947,17.171633875487345,266.80204989295873,22.19205875356056
2774,34425,5254,Ulysses,356.25028322219737,-34.377775803768515,16.3,59089.47427379942,248.0,335,31,25.55850344791475,4.702853076883773,57.2913073007374,10.639904307852609,336.15365588633097,30.35037144658613
2775,34684,5254,Ulysses,356.0020614767614,-34.50073452268919,16.3,59091.2728882741,507.0,293,26,28.916941976875886,6.269017716076352,57.27546047953882,11.535807366262055,294.0466663742785,25.16240291741316
2776,29573,5254,Ulysses,353.12732257238605,-35.473462519117696,16.3,59111.612887133466,3274.0,350,32,49.30263722192548,2.1633349835161857,57.24770904816106,3.1510536611946827,350.6660629722381,31.76299475227499
2777,35202,5254,Ulysses,355.51059118183207,-34.730368915344144,16.3,59094.90482425887,1025.0,211,18,30.55421126663836,5.667960472938092,57.21454689047276,9.988698014289389,211.6160244293497,16.939297334813308
2778,35877,5254,Ulysses,354.7385895247997,-35.06771484514097,16.2,59100.75895009764,1855.0,85,8,12.70982340382719,1.242365666482242,57.20557267108183,5.212666631685227,83.95073635946586,6.701472964989476
2779,34500,5254,Ulysses,356.1778436124846,-34.41412698225913,16.3,59089.99510872025,323.0,323,29,39.28790473180718,6.425185462600211,57.19630629703142,12.281044630563716,323.91757598548395,28.83565883499844
2780,18387,5254,Ulysses,354.81790099244057,-35.032353288398944,16.2,59100.1681256097,1770.0,426,8,1.362646422965608,0.069977459823533,57.170905228392535,3.662702374479311,426.70009202946426,6.5302209254954295
2781,34349,5254,Ulysses,356.33712514155883,-34.33363548051206,16.3,59088.85621555278,159.0,350,33,28.76291560847292,3.3800309067534986,57.15753691509005,14.879194907552256,351.1125136247628,32.30874954016502
2782,18363,5254,Ulysses,354.8440222732378,-35.02074364379709,16.2,59099.96673826803,1746.0,421,7,8.138218977383465,0.5085251667721628,57.155162106721335,2.249658845606365,422.0015965616024,5.819202725968655
2783,18625,5254,Ulysses,354.416398863343,-35.17539704092243,16.2,59102.7931005955,2008.0,489,7,3.568916317840125,0.2254629595470101,57.15072600900974,11.499001937471832,490.3990803943317,5.533536663273026
